movie_rank,movie_title,year,director,synopsis,critic_id,star_rating,review_text,review_char_len,review_word_len
30,Stalker,1979,Andrei Tarkovsky,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",17,5.0,"Now my favorite Tarkovsky, and I'm officially convinced that this is one of the greatest films ever made. The human spirit, encapsulated.",137,23
30,Stalker,1979,Andrei Tarkovsky,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",18,4.5,me (instantly a film expert after spending 1 night reading about tarkovsky): holy shit this movie only made 2 million rubles at the box office?,143,25
30,Stalker,1979,Andrei Tarkovsky,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",19,4.5,men will literally go to the zone,33,7
30,Stalker,1979,Andrei Tarkovsky,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",20,5.0,- 1001 Movies you Must See Before You Die -I’ve never taken away so much yet so little from a film in my life. Never have I seen a film that is so incredible to look at and is so incredible to listen to. It allows you to interpret it however you like and leaves you thinking about every aspect of life and it’s true meaning.  I’m completely taken back by it.,358,74
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",1,4.5,I'm struggling to think of any other movie that eviscerated my heart quite like this one.,89,17
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",2,5.0,"I NEVER thought I'd see the day when an animated film could bring me to my knee's with gut wrenching, crippling emotion!One of the greatest war films ever to grace the screen!Yes it is animated but it is NOT! I repeat.. it is NOT for young children! My heart aches for Akiyuki Nosaka the author of the devastating semi autobiographical novel the film is based upon!Naughty Approved!",382,72
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",3,5.0,"This review may contain spoilers. I can handle the truth.  ""She never woke up again"" The most depressing quote ever 😢",117,20
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",4,5.0,Masterpiece. Never watching it again tho,40,6
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",5,5.0,"Echoes of a child's laughter, playful screams so innocent at the face of despair. Fading, slowly, yes, but you don't need to strain your ears to know it's there. The most painful part is the knowledge that every bit of happiness or sense of relief earned is short lived, like a firefly providing temporary light before wasting away, another addition onto the ever-growing pile of bodies, even the music, however beautiful, refuses to help...The rumors are true, this film does, in fact, literally kill you.",506,90
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",6,4.0,"I want you to think of the saddest moment in your entire life.Now, multiply that by ten.Extend it to an hour and thirty minutes.This film is your hour and thirty minutes of pure emotional anguish.",196,38
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",7,4.0,"This review may contain spoilers. I can handle the truth.  In case you are looking for a movie about children starving to death, but can only stomach it in cute animation form, boy do I have a film for you.",206,40
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",8,5.0,broke my heart into a million pieces,36,7
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",9,4.5,all i know is pain,18,5
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",10,5.0,AYYY YOOO WHAT THE FUCK,23,5
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",11,5.0,being stabbed would be less painful than this,45,8
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",12,4.0,would be dishonest and immoral of me not to say that I could not believe my eyes as ten million fireflies lit up the world as they fell asleep,142,29
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",13,5.0,The word heart-crushing has been invented for just one purpose: to be represented by this extremely sad and fine World War II-Anime.,132,24
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",14,5.0,ghibli why do you rip my heart out and leave it to rot?,55,13
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",15,4.5,"""Why do fireflies have to die so soon?"" - Setsuko,Yep, that was rough.",70,13
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",16,4.0,"The guy from the video store is a jerk, this movie wasn't the ""laugh riot"" he promised it would be.",99,21
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",17,4.5,"Up there with the likes of ‘The Elephant Man’ and co. Sublime in its beauty, but immensely haunting in its themes. A beautiful film that will stay with me for some time.",169,32
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",18,4.5,The greatest movie i never wanna see again.,43,8
31,Grave of the Fireflies,1988,Isao Takahata,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",19,5.0,"This film destroyed me, the moment the credits started I couldn't stop crying. One of the saddest and most beautiful stories I've ever seen. For me this is the kind of movie that every person should see at least once in their life. It doesn't just reflect the horrors of war and how much it hurts people and how meaningless it is. But at the same time the importance of empathy and love for others. Seitsa and Setsuko is the most beautiful sibling relationship I've ever seen reflected in film. Definitely one of the best animated films I've seen.",547,104
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",1,5.0,"The best spider-man film. Beyond being funny, creative, and wonderfully animated, it truly has an understanding of the character of Spider-Man.",143,23
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",2,5.0,Best Spider-man movie without question.,39,6
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",3,5.0,not to be dramatic but the animation is SO fuckin nice i want to liquify it and inject it into my veins heroin-style,116,24
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",4,5.0,the g in lgbt stands for gwen,29,7
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",5,5.0,See what happens when you just let talented people do their thing?,66,12
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",6,5.0,I can't think of another movie that genuinely gets better and better on repeat viewings to this extent. Wow.,108,20
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",7,4.0,Spider-Man Noir for president,29,5
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",8,5.0,I can’t believe one of the best animated movies ever made will have a sequel that will also be one of the best animated movies ever made,136,28
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",9,4.0,every superhero movie just looks shit in comparison now oh my god,65,12
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",10,4.5,"I’m so overwhelmed. What do I even say that hasn’t already been said. Could go on about the colors, the animation, the action sequences, the everything really. But for now I’m just gonna process the fact that Nic Cage shows up twice in my top 10 list this year.",261,52
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",11,4.5,"anyone: are you ok?me: I'm fine my brain: in 'into the spider-verse"", you can see a billboard for the play ""hi, hello"", a parody of the real play ""oh, hello"", with john mulaney's name above the title. as miles is a teenager living in a universe where john mulaney exists, especially as he lives in new york, he must be aware of new york-based comedian john mulaney. surely, he would have recognised mulaney's very distinctive voice coming from spider-ham. does john mulaney exist in spider-ham's universe too? what if spider-ham was actually john-",547,103
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",12,4.5,"Just an absolute achievement in animation. Weird to look at something so current and know it’ll exist in the annals of history for its medium, but it’d be a struggle to find someone who would disagree. Going to watch it every year. Going to buy the art book and flip through it like a child.",291,57
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",13,5.0,How do you get better than this,31,7
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",14,5.0,spider-man noir in his stand-alone: I'M GOING TO STEAL THE DECLARATION OF INDEPENDENCE,86,16
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",15,4.0,"Took them nearly twenty years but someone who actually likes comic books for their uniquely expressive textures, rhythms, and colors finally made one of these movies.",166,26
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",16,4.5,need me a whole spider-noir movie,33,7
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",17,4.5,wow the only bad thing about this movie is that it didn’t exist when i was 10,77,18
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",18,5.0,my THE GET DOWN-stanning ass almost jumped up and clapped about 20 minutes in when i realized i was watching a Shameik Moore-led montage set to The Incredible Bongo Band’s “Apache”,180,34
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",19,5.0,This is the only movie ever made,32,7
32,Spider-Man: Into the Spider-Verse,2018,Rodney Rothman,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",20,5.0,"""Are you ready to witness the greatest Spider-Man movie of all time?""The Sam Raimi trilogy gulped...The Amazing Spider-Man 1&2 nodded...Homecoming shuddered...""Yes, Spider-Man: Into the Spider-Verse"" they said in unison",219,38
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",1,5.0,"Cinema at its most pure and beautiful. So human. Thank you, mr. Ozu.",68,13
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",2,4.5,"""What are you going to be when you grow up?.... I wonder if I'll still be here."" ❤️",83,18
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",3,5.0,"""If you come up to Tokyo again, mother, please come visit again.""""Yes... But I'm afraid I won't be coming back. I know you're busy, but do try to come to Onomichi.""""I'd really like to, if it were a bit nearer.""""You're right, it's so far away.""What nobody told me as an immature teenager was that the secret to appreciating Ozu is to live long enough to feel the years start going by faster and faster, and see everyone you know grow decades older, and watch everything you've ever known and loved steamrolled by change.",519,104
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",4,5.0,"Be nice to people. Don't be a dickhead.Families are complicated, kindness is not.Nobody cares about your salon, Shige Kaneko.Noriko forever.",140,24
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",5,4.0,Hell of a movie to watch on the night your oldest loses her first baby tooth.,77,16
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",6,2.0,Getting my Official Cinephile Membership™ revoked as I type this. I am now an avid stamp collector instead.,107,18
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",7,5.0,hits too hard right now.,24,5
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",8,4.0,"Rewatched this with the Criterion Collection commentary, which is outstanding. A two hour 15 minute film course on Ozu and Tokyo Story. It’s super enlightening.",160,26
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",9,5.0,"Tokyo Story marks the first time in what feels like months that a movie has affected me in such a profound and personal way. Filled to the brim with muted heartbreaks, this film perfectlyportrays the unavoidable chasms that form within a family unit, and Ozu portrays this in such a natural, non-judgmental, and minimalist way it’s simply heartbreaking. I adore Tokyo Story so much I don’t even know what else to say.10 / 10",424,77
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",10,4.5,ozu does the whole static shot and framing thing like no other he’s such a fantastic director and has just absolutely crushed me with this beautiful piece of cinema :(,167,30
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",11,4.0,Went home and hugged my mom after this :),41,8
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",12,4.0,"""Living alone like this, the days will get very long."" - Shukishi, Family. Ozu is fantastic at directing things and should be applauded for the way that he directs things. He's just very good at directing things that's all I'm saying. Tokyo Story is a punch to the gut if you have family that you haven't honored as much as they deserve which is something that is probably true for most of us. The themes are timeless, the performances are heartening and the script is a real killer. That's all I've got... it's just a really beautiful film. Yes.",546,105
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",13,5.0,"""Sometimes I feel I can't go on like this forever. Day passes and night comes, yet nothing happens, and I feel a kind of loneliness. My heart seems to be waiting for something.""",177,34
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",14,4.0,we've seen Tokyo. we've seen Atami. it's time to go home.,57,14
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",15,5.0,by far saddest ozu everyone smiled far less in this one,55,11
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",16,5.0,“It’s like she’s fading away with every beat.”one day you’re gonna see your parents for the last time and you gotta hope you’re able to live with yourself when it comes. perfect movie,183,38
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",17,5.0,"Definitely one of the most beautiful movies I've ever seen.Tokyo Story reflects on such universal themes as family, aging, economic hardship, the working class and war-torn families in an incredibly fascinating way.The film is shot through static shots in which the people within them interact, giving the feeling of life as a grouping of moments. The main couple is probably one of the most beautiful and pure in cinema.",421,73
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",18,5.0,Too strong to handle.,21,4
33,Tokyo Story,1953,Yasujirō Ozu,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",19,5.0,"My first Ozu film, and yeah...I get it. I'm not going to write a lot right now because honestly the last 15 minutes of this hit me really hard and I'm a bit of a mess right now. What a film. Setsuko Hara is wonderful in this. I completely understand why this is viewed as one of the greatest films of all time.""Isn't life disappointing?""""Yes, it is.",349,73
